Iteration,Element No.,Algorithm,Time
17,50000,Shakersort,5.387000
17,50000,Insertionsort,1.412000
17,50000,Selectionsort,2.803000
18,50000,Recursive Quicksort,0.008000
18,50000,Library qsort,0.028000
18,50000,Heapsort,0.029000
18,50000,Bubblesort,6.266000
18,50000,Shakersort,5.401000
18,50000,Insertionsort,1.412000
18,50000,Selectionsort,2.863000
19,50000,Recursive Quicksort,0.007000
19,50000,Library qsort,0.029000
19,50000,Heapsort,0.029000
19,50000,Bubblesort,6.168000
19,50000,Shakersort,5.377000
19,50000,Insertionsort,1.411000
19,50000,Selectionsort,2.803000
20,50000,Recursive Quicksort,0.008000
20,50000,Library qsort,0.028000
20,50000,Heapsort,0.029000
20,50000,Bubblesort,6.159000
20,50000,Shakersort,5.370000
20,50000,Insertionsort,1.409000
20,50000,Selectionsort,2.789000
21,50000,Recursive Quicksort,0.008000
21,50000,Library qsort,0.029000
21,50000,Heapsort,0.027000
21,50000,Bubblesort,6.165000
21,50000,Shakersort,5.402000
21,50000,Insertionsort,1.416000
21,50000,Selectionsort,2.810000
22,50000,Recursive Quicksort,0.007000
22,50000,Library qsort,0.029000
22,50000,Heapsort,0.029000
22,50000,Bubblesort,6.178000
22,50000,Shakersort,5.386000
22,50000,Insertionsort,1.414000
22,50000,Selectionsort,2.806000
23,50000,Recursive Quicksort,0.007000
23,50000,Library qsort,0.028000
23,50000,Heapsort,0.030000
23,50000,Bubblesort,6.165000
23,50000,Shakersort,5.387000
23,50000,Insertionsort,1.412000
23,50000,Selectionsort,2.803000
24,50000,Recursive Quicksort,0.007000
24,50000,Library qsort,0.030000
24,50000,Heapsort,0.028000
24,50000,Bubblesort,6.183000
24,50000,Shakersort,5.397000
24,50000,Insertionsort,1.413000
24,50000,Selectionsort,2.802000
25,50000,Recursive Quicksort,0.007000
25,50000,Library qsort,0.029000
25,50000,Heapsort,0.029000
25,50000,Bubblesort,6.179000
25,50000,Shakersort,5.390000
25,50000,Insertionsort,1.415000
25,50000,Selectionsort,2.808000
1,60000,Recursive Quicksort,0.008000
1,60000,Library qsort,0.035000
1,60000,Heapsort,0.035000
1,60000,Bubblesort,8.650000
1,60000,Shakersort,7.755000
1,60000,Insertionsort,2.031000
1,60000,Selectionsort,4.026000
2,60000,Recursive Quicksort,0.009000
2,60000,Library qsort,0.034000
2,60000,Heapsort,0.034000
2,60000,Bubblesort,8.641000
2,60000,Shakersort,7.759000
2,60000,Insertionsort,2.031000
2,60000,Selectionsort,4.024000
3,60000,Recursive Quicksort,0.009000
3,60000,Library qsort,0.035000
3,60000,Heapsort,0.034000
3,60000,Bubblesort,8.667000
3,60000,Shakersort,7.763000
3,60000,Insertionsort,2.034000
3,60000,Selectionsort,4.029000
4,60000,Recursive Quicksort,0.008000
4,60000,Library qsort,0.035000
4,60000,Heapsort,0.035000
4,60000,Bubblesort,8.640000
4,60000,Shakersort,7.732000
4,60000,Insertionsort,2.017000
4,60000,Selectionsort,4.023000
5,60000,Recursive Quicksort,0.009000
5,60000,Library qsort,0.035000
5,60000,Heapsort,0.034000
5,60000,Bubblesort,8.668000
5,60000,Shakersort,7.766000
5,60000,Insertionsort,2.031000
5,60000,Selectionsort,4.045000
6,60000,Recursive Quicksort,0.009000
6,60000,Library qsort,0.034000
6,60000,Heapsort,0.036000
6,60000,Bubblesort,8.671000
6,60000,Shakersort,7.755000
6,60000,Insertionsort,2.034000
6,60000,Selectionsort,4.035000
7,60000,Recursive Quicksort,0.009000
7,60000,Library qsort,0.035000
7,60000,Heapsort,0.035000
7,60000,Bubblesort,8.678000
7,60000,Shakersort,7.760000
7,60000,Insertionsort,2.034000
7,60000,Selectionsort,4.044000
8,60000,Recursive Quicksort,0.009000
8,60000,Library qsort,0.035000
8,60000,Heapsort,0.034000
8,60000,Bubblesort,8.643000
8,60000,Shakersort,7.764000
8,60000,Insertionsort,2.030000
8,60000,Selectionsort,4.037000
9,60000,Recursive Quicksort,0.009000
9,60000,Library qsort,0.035000
9,60000,Heapsort,0.034000
9,60000,Bubblesort,8.644000
9,60000,Shakersort,7.798000
9,60000,Insertionsort,2.025000
9,60000,Selectionsort,4.039000
10,60000,Recursive Quicksort,0.009000
10,60000,Library qsort,0.036000
10,60000,Heapsort,0.034000
10,60000,Bubblesort,8.681000
10,60000,Shakersort,7.762000
10,60000,Insertionsort,2.043000
10,60000,Selectionsort,4.042000
11,60000,Recursive Quicksort,0.009000
11,60000,Library qsort,0.034000
11,60000,Heapsort,0.035000
11,60000,Bubblesort,8.649000
11,60000,Shakersort,7.754000
11,60000,Insertionsort,2.022000
11,60000,Selectionsort,4.038000
12,60000,Recursive Quicksort,0.009000
12,60000,Library qsort,0.034000
12,60000,Heapsort,0.036000
12,60000,Bubblesort,8.650000
12,60000,Shakersort,7.773000
12,60000,Insertionsort,2.027000
12,60000,Selectionsort,4.036000
13,60000,Recursive Quicksort,0.009000
13,60000,Library qsort,0.034000
13,60000,Heapsort,0.033000
13,60000,Bubblesort,8.661000
13,60000,Shakersort,7.766000
13,60000,Insertionsort,2.027000
13,60000,Selectionsort,4.032000
14,60000,Recursive Quicksort,0.009000
14,60000,Library qsort,0.035000
14,60000,Heapsort,0.035000
14,60000,Bubblesort,8.622000
14,60000,Shakersort,7.750000
14,60000,Insertionsort,2.018000
14,60000,Selectionsort,4.045000
15,60000,Recursive Quicksort,0.009000
15,60000,Library qsort,0.033000
15,60000,Heapsort,0.034000
15,60000,Bubblesort,8.643000
15,60000,Shakersort,7.743000
15,60000,Insertionsort,2.029000
15,60000,Selectionsort,4.027000
16,60000,Recursive Quicksort,0.009000
16,60000,Library qsort,0.034000
16,60000,Heapsort,0.033000
16,60000,Bubblesort,8.631000
16,60000,Shakersort,7.738000
16,60000,Insertionsort,2.030000
16,60000,Selectionsort,4.019000
17,60000,Recursive Quicksort,0.008000
17,60000,Library qsort,0.033000
17,60000,Heapsort,0.034000
17,60000,Bubblesort,8.618000
17,60000,Shakersort,7.734000
17,60000,Insertionsort,2.058000
17,60000,Selectionsort,4.018000
18,60000,Recursive Quicksort,0.009000
18,60000,Library qsort,0.034000
18,60000,Heapsort,0.033000
18,60000,Bubblesort,8.622000
18,60000,Shakersort,7.740000
18,60000,Insertionsort,2.030000
18,60000,Selectionsort,4.024000
19,60000,Recursive Quicksort,0.009000
19,60000,Library qsort,0.034000
19,60000,Heapsort,0.034000
19,60000,Bubblesort,8.638000
19,60000,Shakersort,7.829000
19,60000,Insertionsort,2.031000
19,60000,Selectionsort,4.023000
20,60000,Recursive Quicksort,0.011000
20,60000,Library qsort,0.042000
20,60000,Heapsort,0.039000
20,60000,Bubblesort,9.009000
20,60000,Shakersort,7.777000
20,60000,Insertionsort,2.026000
20,60000,Selectionsort,4.021000
21,60000,Recursive Quicksort,0.009000
21,60000,Library qsort,0.036000
21,60000,Heapsort,0.035000
21,60000,Bubblesort,8.653000
21,60000,Shakersort,7.745000
21,60000,Insertionsort,2.035000
21,60000,Selectionsort,4.028000
22,60000,Recursive Quicksort,0.009000
22,60000,Library qsort,0.034000
22,60000,Heapsort,0.034000
22,60000,Bubblesort,8.631000
22,60000,Shakersort,7.737000
22,60000,Insertionsort,2.041000
22,60000,Selectionsort,4.022000
23,60000,Recursive Quicksort,0.009000
23,60000,Library qsort,0.034000
23,60000,Heapsort,0.034000
23,60000,Bubblesort,8.662000
23,60000,Shakersort,7.771000
23,60000,Insertionsort,2.034000
23,60000,Selectionsort,4.043000
24,60000,Recursive Quicksort,0.009000
24,60000,Library qsort,0.034000
24,60000,Heapsort,0.034000
24,60000,Bubblesort,8.644000
24,60000,Shakersort,7.748000
24,60000,Insertionsort,2.027000
24,60000,Selectionsort,4.044000
25,60000,Recursive Quicksort,0.008000
25,60000,Library qsort,0.035000
25,60000,Heapsort,0.034000
25,60000,Bubblesort,8.663000
25,60000,Shakersort,7.794000
25,60000,Insertionsort,2.076000
25,60000,Selectionsort,4.040000
1,70000,Recursive Quicksort,0.010000
1,70000,Library qsort,0.041000
1,70000,Heapsort,0.040000
1,70000,Bubblesort,11.454000
1,70000,Shakersort,10.598000
1,70000,Insertionsort,2.776000
1,70000,Selectionsort,5.502000
2,70000,Recursive Quicksort,0.011000
2,70000,Library qsort,0.040000
2,70000,Heapsort,0.040000
2,70000,Bubblesort,11.430000
2,70000,Shakersort,10.556000
2,70000,Insertionsort,2.759000
2,70000,Selectionsort,5.494000
3,70000,Recursive Quicksort,0.010000
3,70000,Library qsort,0.040000
3,70000,Heapsort,0.041000
3,70000,Bubblesort,11.444000
3,70000,Shakersort,10.588000
3,70000,Insertionsort,2.767000
3,70000,Selectionsort,5.506000
4,70000,Recursive Quicksort,0.010000
4,70000,Library qsort,0.041000
4,70000,Heapsort,0.041000
4,70000,Bubblesort,11.520000
4,70000,Shakersort,10.575000
4,70000,Insertionsort,2.789000
4,70000,Selectionsort,5.498000
5,70000,Recursive Quicksort,0.010000
5,70000,Library qsort,0.041000
5,70000,Heapsort,0.041000
5,70000,Bubblesort,11.460000
5,70000,Shakersort,10.579000
5,70000,Insertionsort,2.775000
5,70000,Selectionsort,5.489000
6,70000,Recursive Quicksort,0.011000
6,70000,Library qsort,0.041000
6,70000,Heapsort,0.040000
6,70000,Bubblesort,11.449000
6,70000,Shakersort,10.573000
6,70000,Insertionsort,2.764000
6,70000,Selectionsort,5.490000
7,70000,Recursive Quicksort,0.010000
7,70000,Library qsort,0.042000
7,70000,Heapsort,0.042000
7,70000,Bubblesort,11.452000
7,70000,Shakersort,10.566000
7,70000,Insertionsort,2.772000
7,70000,Selectionsort,5.490000
8,70000,Recursive Quicksort,0.010000
8,70000,Library qsort,0.040000
8,70000,Heapsort,0.040000
8,70000,Bubblesort,11.413000
8,70000,Shakersort,10.541000
8,70000,Insertionsort,2.762000
8,70000,Selectionsort,5.477000
9,70000,Recursive Quicksort,0.011000
9,70000,Library qsort,0.040000
9,70000,Heapsort,0.040000
9,70000,Bubblesort,11.457000
9,70000,Shakersort,10.564000
9,70000,Insertionsort,2.766000
9,70000,Selectionsort,5.496000
10,70000,Recursive Quicksort,0.010000
10,70000,Library qsort,0.040000
10,70000,Heapsort,0.042000
10,70000,Bubblesort,11.455000
10,70000,Shakersort,10.561000
10,70000,Insertionsort,2.772000
10,70000,Selectionsort,5.492000
11,70000,Recursive Quicksort,0.010000
11,70000,Library qsort,0.040000
11,70000,Heapsort,0.041000
11,70000,Bubblesort,11.412000
11,70000,Shakersort,10.511000
11,70000,Insertionsort,2.746000
11,70000,Selectionsort,5.461000
12,70000,Recursive Quicksort,0.010000
12,70000,Library qsort,0.039000
12,70000,Heapsort,0.042000
12,70000,Bubblesort,11.385000
12,70000,Shakersort,10.524000
12,70000,Insertionsort,2.761000
12,70000,Selectionsort,5.461000
13,70000,Recursive Quicksort,0.011000
13,70000,Library qsort,0.041000
13,70000,Heapsort,0.042000
13,70000,Bubblesort,11.451000
13,70000,Shakersort,10.585000
13,70000,Insertionsort,2.781000
13,70000,Selectionsort,5.484000
14,70000,Recursive Quicksort,0.010000
14,70000,Library qsort,0.042000
14,70000,Heapsort,0.041000
14,70000,Bubblesort,11.416000
14,70000,Shakersort,10.550000
14,70000,Insertionsort,2.765000
14,70000,Selectionsort,5.467000
15,70000,Recursive Quicksort,0.010000
15,70000,Library qsort,0.041000
15,70000,Heapsort,0.040000
15,70000,Bubblesort,11.462000
15,70000,Shakersort,10.589000
15,70000,Insertionsort,2.806000
15,70000,Selectionsort,5.679000
16,70000,Recursive Quicksort,0.011000
16,70000,Library qsort,0.041000
16,70000,Heapsort,0.040000
16,70000,Bubblesort,11.445000
16,70000,Shakersort,10.572000
16,70000,Insertionsort,2.782000
16,70000,Selectionsort,5.499000
17,70000,Recursive Quicksort,0.010000
17,70000,Library qsort,0.041000
17,70000,Heapsort,0.040000
17,70000,Bubblesort,11.431000
17,70000,Shakersort,10.553000
17,70000,Insertionsort,2.754000
17,70000,Selectionsort,5.480000
18,70000,Recursive Quicksort,0.010000
18,70000,Library qsort,0.042000
18,70000,Heapsort,0.040000
18,70000,Bubblesort,11.430000
18,70000,Shakersort,10.562000
18,70000,Insertionsort,2.770000
18,70000,Selectionsort,5.497000
19,70000,Recursive Quicksort,0.011000
19,70000,Library qsort,0.040000
19,70000,Heapsort,0.041000
19,70000,Bubblesort,11.460000
19,70000,Shakersort,10.598000
19,70000,Insertionsort,2.775000
19,70000,Selectionsort,5.507000
20,70000,Recursive Quicksort,0.010000
20,70000,Library qsort,0.042000
20,70000,Heapsort,0.040000
20,70000,Bubblesort,11.508000
20,70000,Shakersort,10.600000
20,70000,Insertionsort,2.779000
20,70000,Selectionsort,5.505000
21,70000,Recursive Quicksort,0.011000
21,70000,Library qsort,0.041000
21,70000,Heapsort,0.040000
21,70000,Bubblesort,11.453000
21,70000,Shakersort,10.563000
21,70000,Insertionsort,2.765000
21,70000,Selectionsort,5.495000
22,70000,Recursive Quicksort,0.011000
22,70000,Library qsort,0.040000
22,70000,Heapsort,0.040000
22,70000,Bubblesort,11.425000
22,70000,Shakersort,10.546000
22,70000,Insertionsort,2.766000
22,70000,Selectionsort,5.476000
23,70000,Recursive Quicksort,0.011000
23,70000,Library qsort,0.041000
23,70000,Heapsort,0.041000
23,70000,Bubblesort,11.434000
23,70000,Shakersort,10.550000
23,70000,Insertionsort,2.765000
23,70000,Selectionsort,5.492000
24,70000,Recursive Quicksort,0.010000
24,70000,Library qsort,0.040000
24,70000,Heapsort,0.040000
24,70000,Bubblesort,11.416000
24,70000,Shakersort,10.520000
24,70000,Insertionsort,2.749000
24,70000,Selectionsort,5.487000
25,70000,Recursive Quicksort,0.011000
25,70000,Library qsort,0.039000
25,70000,Heapsort,0.039000
25,70000,Bubblesort,11.429000
25,70000,Shakersort,10.557000
25,70000,Insertionsort,2.765000
25,70000,Selectionsort,5.481000
1,80000,Recursive Quicksort,0.012000
1,80000,Library qsort,0.049000
1,80000,Heapsort,0.048000
1,80000,Bubblesort,14.543000
1,80000,Shakersort,13.770000
1,80000,Insertionsort,3.588000
1,80000,Selectionsort,7.147000
2,80000,Recursive Quicksort,0.014000
2,80000,Library qsort,0.048000
2,80000,Heapsort,0.047000
2,80000,Bubblesort,14.465000
2,80000,Shakersort,13.767000
2,80000,Insertionsort,3.598000
2,80000,Selectionsort,7.151000
3,80000,Recursive Quicksort,0.012000
3,80000,Library qsort,0.047000
3,80000,Heapsort,0.046000
3,80000,Bubblesort,14.518000
3,80000,Shakersort,13.760000
3,80000,Insertionsort,3.612000
3,80000,Selectionsort,7.158000
4,80000,Recursive Quicksort,0.012000
4,80000,Library qsort,0.046000
4,80000,Heapsort,0.047000
4,80000,Bubblesort,14.465000
4,80000,Shakersort,13.735000
4,80000,Insertionsort,3.616000
4,80000,Selectionsort,7.157000
5,80000,Recursive Quicksort,0.012000
5,80000,Library qsort,0.047000
5,80000,Heapsort,0.047000
5,80000,Bubblesort,14.499000
5,80000,Shakersort,13.782000
5,80000,Insertionsort,3.595000
5,80000,Selectionsort,7.151000
6,80000,Recursive Quicksort,0.012000
6,80000,Library qsort,0.048000
6,80000,Heapsort,0.047000
6,80000,Bubblesort,14.460000
6,80000,Shakersort,13.739000
6,80000,Insertionsort,3.629000
6,80000,Selectionsort,7.158000
7,80000,Recursive Quicksort,0.012000
7,80000,Library qsort,0.047000
7,80000,Heapsort,0.047000
7,80000,Bubblesort,14.530000
7,80000,Shakersort,13.779000
7,80000,Insertionsort,3.618000
7,80000,Selectionsort,7.153000
8,80000,Recursive Quicksort,0.012000
8,80000,Library qsort,0.049000
8,80000,Heapsort,0.048000
8,80000,Bubblesort,14.444000
8,80000,Shakersort,13.760000
8,80000,Insertionsort,3.587000
8,80000,Selectionsort,7.156000
9,80000,Recursive Quicksort,0.012000
9,80000,Library qsort,0.047000
9,80000,Heapsort,0.046000
9,80000,Bubblesort,14.490000
9,80000,Shakersort,13.784000
9,80000,Insertionsort,3.609000
9,80000,Selectionsort,7.145000
10,80000,Recursive Quicksort,0.013000
10,80000,Library qsort,0.046000
10,80000,Heapsort,0.046000
10,80000,Bubblesort,14.506000
10,80000,Shakersort,13.765000
10,80000,Insertionsort,3.628000
10,80000,Selectionsort,7.160000
11,80000,Recursive Quicksort,0.012000
11,80000,Library qsort,0.047000
11,80000,Heapsort,0.046000
11,80000,Bubblesort,14.551000
11,80000,Shakersort,13.789000
11,80000,Insertionsort,3.624000
11,80000,Selectionsort,7.178000
12,80000,Recursive Quicksort,0.012000
12,80000,Library qsort,0.046000
12,80000,Heapsort,0.046000
12,80000,Bubblesort,14.529000
12,80000,Shakersort,13.792000
12,80000,Insertionsort,3.622000
12,80000,Selectionsort,7.187000
13,80000,Recursive Quicksort,0.013000
13,80000,Library qsort,0.046000
13,80000,Heapsort,0.049000
13,80000,Bubblesort,14.545000
13,80000,Shakersort,13.816000
13,80000,Insertionsort,3.605000
13,80000,Selectionsort,7.176000
14,80000,Recursive Quicksort,0.013000
14,80000,Library qsort,0.045000
14,80000,Heapsort,0.046000
14,80000,Bubblesort,14.524000
14,80000,Shakersort,13.812000
14,80000,Insertionsort,3.611000
14,80000,Selectionsort,7.164000
15,80000,Recursive Quicksort,0.012000
15,80000,Library qsort,0.049000
15,80000,Heapsort,0.047000
15,80000,Bubblesort,14.534000
15,80000,Shakersort,13.795000
15,80000,Insertionsort,3.608000
15,80000,Selectionsort,7.187000
16,80000,Recursive Quicksort,0.012000
16,80000,Library qsort,0.046000
16,80000,Heapsort,0.046000
16,80000,Bubblesort,14.490000
16,80000,Shakersort,13.969000
16,80000,Insertionsort,3.602000
16,80000,Selectionsort,7.158000
17,80000,Recursive Quicksort,0.012000
17,80000,Library qsort,0.048000
17,80000,Heapsort,0.047000
17,80000,Bubblesort,14.495000
17,80000,Shakersort,13.763000
17,80000,Insertionsort,3.607000
17,80000,Selectionsort,7.158000
18,80000,Recursive Quicksort,0.012000
18,80000,Library qsort,0.045000
18,80000,Heapsort,0.046000
18,80000,Bubblesort,14.526000
18,80000,Shakersort,13.797000
18,80000,Insertionsort,3.609000
18,80000,Selectionsort,7.184000
19,80000,Recursive Quicksort,0.012000
19,80000,Library qsort,0.046000
19,80000,Heapsort,0.046000
19,80000,Bubblesort,14.564000
19,80000,Shakersort,13.804000
19,80000,Insertionsort,3.613000
19,80000,Selectionsort,7.179000
20,80000,Recursive Quicksort,0.013000
20,80000,Library qsort,0.049000
20,80000,Heapsort,0.046000
20,80000,Bubblesort,14.517000
20,80000,Shakersort,13.818000
20,80000,Insertionsort,3.602000
20,80000,Selectionsort,7.184000
21,80000,Recursive Quicksort,0.012000
21,80000,Library qsort,0.046000
21,80000,Heapsort,0.048000
21,80000,Bubblesort,14.575000
21,80000,Shakersort,13.808000
21,80000,Insertionsort,3.626000
21,80000,Selectionsort,7.188000
22,80000,Recursive Quicksort,0.012000
22,80000,Library qsort,0.046000
22,80000,Heapsort,0.046000
22,80000,Bubblesort,14.518000
22,80000,Shakersort,13.813000
22,80000,Insertionsort,3.618000
22,80000,Selectionsort,7.165000
23,80000,Recursive Quicksort,0.012000
23,80000,Library qsort,0.049000
23,80000,Heapsort,0.047000
23,80000,Bubblesort,14.520000
23,80000,Shakersort,13.817000
23,80000,Insertionsort,3.607000
23,80000,Selectionsort,7.183000
24,80000,Recursive Quicksort,0.012000
24,80000,Library qsort,0.046000
24,80000,Heapsort,0.048000
24,80000,Bubblesort,14.566000
24,80000,Shakersort,13.842000
24,80000,Insertionsort,3.619000
24,80000,Selectionsort,7.196000
25,80000,Recursive Quicksort,0.012000
25,80000,Library qsort,0.047000
25,80000,Heapsort,0.047000
25,80000,Bubblesort,14.544000
25,80000,Shakersort,13.807000
25,80000,Insertionsort,3.623000
25,80000,Selectionsort,7.172000
1,90000,Recursive Quicksort,0.013000
1,90000,Library qsort,0.053000
1,90000,Heapsort,0.056000
1,90000,Bubblesort,17.889999
1,90000,Shakersort,17.483000
1,90000,Insertionsort,4.580000
1,90000,Selectionsort,9.089000
2,90000,Recursive Quicksort,0.013000
2,90000,Library qsort,0.052000
2,90000,Heapsort,0.053000
2,90000,Bubblesort,17.910000
2,90000,Shakersort,17.492001
2,90000,Insertionsort,4.572000
2,90000,Selectionsort,9.092000
3,90000,Recursive Quicksort,0.014000
3,90000,Library qsort,0.054000
3,90000,Heapsort,0.054000
3,90000,Bubblesort,18.040001
3,90000,Shakersort,17.471001
3,90000,Insertionsort,4.572000
3,90000,Selectionsort,9.095000
4,90000,Recursive Quicksort,0.014000
4,90000,Library qsort,0.054000
4,90000,Heapsort,0.056000
4,90000,Bubblesort,17.875000
4,90000,Shakersort,17.483999
4,90000,Insertionsort,4.555000
4,90000,Selectionsort,9.090000
5,90000,Recursive Quicksort,0.013000
5,90000,Library qsort,0.055000
5,90000,Heapsort,0.053000
5,90000,Bubblesort,17.837999
5,90000,Shakersort,17.427999
5,90000,Insertionsort,4.574000
5,90000,Selectionsort,9.067000
6,90000,Recursive Quicksort,0.014000
6,90000,Library qsort,0.052000
6,90000,Heapsort,0.052000
6,90000,Bubblesort,17.862000
6,90000,Shakersort,17.471001
6,90000,Insertionsort,4.552000
6,90000,Selectionsort,9.059000
7,90000,Recursive Quicksort,0.013000
7,90000,Library qsort,0.052000
7,90000,Heapsort,0.055000
7,90000,Bubblesort,17.832001
7,90000,Shakersort,17.409000
7,90000,Insertionsort,4.544000
7,90000,Selectionsort,9.061000
8,90000,Recursive Quicksort,0.014000
8,90000,Library qsort,0.053000
8,90000,Heapsort,0.053000
8,90000,Bubblesort,17.777000
8,90000,Shakersort,17.417999
8,90000,Insertionsort,4.547000
8,90000,Selectionsort,9.048000
9,90000,Recursive Quicksort,0.014000
9,90000,Library qsort,0.053000
9,90000,Heapsort,0.053000
9,90000,Bubblesort,17.895000
9,90000,Shakersort,17.475000
9,90000,Insertionsort,4.581000
9,90000,Selectionsort,9.084000
10,90000,Recursive Quicksort,0.014000
10,90000,Library qsort,0.053000
10,90000,Heapsort,0.054000
10,90000,Bubblesort,17.802999
10,90000,Shakersort,17.414000
10,90000,Insertionsort,4.552000
10,90000,Selectionsort,9.046000
11,90000,Recursive Quicksort,0.013000
11,90000,Library qsort,0.052000
11,90000,Heapsort,0.052000
11,90000,Bubblesort,17.879000
11,90000,Shakersort,17.429001
11,90000,Insertionsort,4.562000
11,90000,Selectionsort,9.063000
12,90000,Recursive Quicksort,0.014000
12,90000,Library qsort,0.052000
12,90000,Heapsort,0.053000
12,90000,Bubblesort,17.844999
12,90000,Shakersort,17.437000
12,90000,Insertionsort,4.548000
12,90000,Selectionsort,9.059000
13,90000,Recursive Quicksort,0.014000
13,90000,Library qsort,0.052000
13,90000,Heapsort,0.053000
13,90000,Bubblesort,17.850000
13,90000,Shakersort,17.436001
13,90000,Insertionsort,4.558000
13,90000,Selectionsort,9.161000
14,90000,Recursive Quicksort,0.013000
14,90000,Library qsort,0.052000
14,90000,Heapsort,0.055000
14,90000,Bubblesort,17.891001
14,90000,Shakersort,17.417000
14,90000,Insertionsort,4.555000
14,90000,Selectionsort,9.045000
15,90000,Recursive Quicksort,0.013000
15,90000,Library qsort,0.052000
15,90000,Heapsort,0.054000
15,90000,Bubblesort,17.843000
15,90000,Shakersort,17.368999
15,90000,Insertionsort,4.547000
15,90000,Selectionsort,9.027000
16,90000,Recursive Quicksort,0.014000
16,90000,Library qsort,0.054000
16,90000,Heapsort,0.053000
16,90000,Bubblesort,17.788000
16,90000,Shakersort,17.355000
16,90000,Insertionsort,4.537000
16,90000,Selectionsort,9.056000
17,90000,Recursive Quicksort,0.013000
17,90000,Library qsort,0.052000
17,90000,Heapsort,0.053000
17,90000,Bubblesort,17.787001
17,90000,Shakersort,17.403000
17,90000,Insertionsort,4.570000
17,90000,Selectionsort,9.035000
18,90000,Recursive Quicksort,0.013000
18,90000,Library qsort,0.054000
18,90000,Heapsort,0.053000
18,90000,Bubblesort,17.797001
18,90000,Shakersort,17.382000
18,90000,Insertionsort,4.549000
18,90000,Selectionsort,9.022000
19,90000,Recursive Quicksort,0.014000
19,90000,Library qsort,0.055000
19,90000,Heapsort,0.053000
19,90000,Bubblesort,17.886000
19,90000,Shakersort,17.434999
19,90000,Insertionsort,4.562000
19,90000,Selectionsort,9.063000
20,90000,Recursive Quicksort,0.015000
20,90000,Library qsort,0.052000
20,90000,Heapsort,0.053000
20,90000,Bubblesort,17.789000
20,90000,Shakersort,17.414000
20,90000,Insertionsort,4.541000
20,90000,Selectionsort,9.055000
21,90000,Recursive Quicksort,0.013000
21,90000,Library qsort,0.055000
21,90000,Heapsort,0.052000
21,90000,Bubblesort,17.851000
21,90000,Shakersort,17.462999
21,90000,Insertionsort,4.563000
21,90000,Selectionsort,9.050000
22,90000,Recursive Quicksort,0.013000
22,90000,Library qsort,0.053000
22,90000,Heapsort,0.054000
22,90000,Bubblesort,17.832001
22,90000,Shakersort,17.424999
22,90000,Insertionsort,4.567000
22,90000,Selectionsort,9.056000
23,90000,Recursive Quicksort,0.014000
23,90000,Library qsort,0.054000
23,90000,Heapsort,0.053000
23,90000,Bubblesort,17.841000
23,90000,Shakersort,17.462000
23,90000,Insertionsort,4.561000
23,90000,Selectionsort,9.056000
24,90000,Recursive Quicksort,0.014000
24,90000,Library qsort,0.053000
24,90000,Heapsort,0.053000
24,90000,Bubblesort,17.827000
24,90000,Shakersort,17.427000
24,90000,Insertionsort,4.558000
24,90000,Selectionsort,9.036000
25,90000,Recursive Quicksort,0.014000
25,90000,Library qsort,0.056000
25,90000,Heapsort,0.054000
25,90000,Bubblesort,17.783001
25,90000,Shakersort,17.368000
25,90000,Insertionsort,4.535000
25,90000,Selectionsort,9.045000
1,100000,Recursive Quicksort,0.015000
1,100000,Library qsort,0.058000
1,100000,Heapsort,0.062000
1,100000,Bubblesort,21.471001
1,100000,Shakersort,21.524000
1,100000,Insertionsort,5.633000
1,100000,Selectionsort,11.193000
2,100000,Recursive Quicksort,0.016000
2,100000,Library qsort,0.059000
2,100000,Heapsort,0.061000
2,100000,Bubblesort,21.410999
2,100000,Shakersort,21.500999
2,100000,Insertionsort,5.652000
2,100000,Selectionsort,11.177000
3,100000,Recursive Quicksort,0.016000
3,100000,Library qsort,0.059000
3,100000,Heapsort,0.059000
3,100000,Bubblesort,21.409000
3,100000,Shakersort,21.488001
3,100000,Insertionsort,5.619000
3,100000,Selectionsort,11.153000
4,100000,Recursive Quicksort,0.014000
4,100000,Library qsort,0.058000
4,100000,Heapsort,0.060000
4,100000,Bubblesort,21.459000
4,100000,Shakersort,21.489000
4,100000,Insertionsort,5.625000
4,100000,Selectionsort,11.183000
5,100000,Recursive Quicksort,0.016000
5,100000,Library qsort,0.059000
5,100000,Heapsort,0.060000
5,100000,Bubblesort,21.466000
5,100000,Shakersort,21.794001
5,100000,Insertionsort,5.657000
5,100000,Selectionsort,11.238000
6,100000,Recursive Quicksort,0.015000
6,100000,Library qsort,0.057000
6,100000,Heapsort,0.061000
6,100000,Bubblesort,21.478001
6,100000,Shakersort,21.542999
6,100000,Insertionsort,5.637000
6,100000,Selectionsort,11.216000
7,100000,Recursive Quicksort,0.015000
7,100000,Library qsort,0.058000
7,100000,Heapsort,0.061000
7,100000,Bubblesort,21.552000
7,100000,Shakersort,21.597000
7,100000,Insertionsort,5.684000
7,100000,Selectionsort,11.205000
8,100000,Recursive Quicksort,0.015000
8,100000,Library qsort,0.059000
8,100000,Heapsort,0.059000
8,100000,Bubblesort,21.483000
8,100000,Shakersort,21.556000
8,100000,Insertionsort,5.634000
8,100000,Selectionsort,11.225000
9,100000,Recursive Quicksort,0.015000
9,100000,Library qsort,0.058000
9,100000,Heapsort,0.059000
9,100000,Bubblesort,21.509001
9,100000,Shakersort,21.629000
9,100000,Insertionsort,5.663000
9,100000,Selectionsort,11.222000
