Iteration,Element No.,Algorithm,Time
17,50000,Insertionsort,2.008000
17,50000,Selectionsort,3.625000
18,50000,Recursive Quicksort,0.010000
18,50000,Library qsort,0.031000
18,50000,Heapsort,0.031000
18,50000,Bubblesort,8.522000
18,50000,Shakersort,7.400000
18,50000,Insertionsort,2.020000
18,50000,Selectionsort,3.690000
19,50000,Recursive Quicksort,0.010000
19,50000,Library qsort,0.028000
19,50000,Heapsort,0.035000
19,50000,Bubblesort,8.484000
19,50000,Shakersort,7.377000
19,50000,Insertionsort,2.013000
19,50000,Selectionsort,3.677000
20,50000,Recursive Quicksort,0.008000
20,50000,Library qsort,0.026000
20,50000,Heapsort,0.024000
20,50000,Bubblesort,8.451000
20,50000,Shakersort,7.280000
20,50000,Insertionsort,2.016000
20,50000,Selectionsort,3.673000
21,50000,Recursive Quicksort,0.009000
21,50000,Library qsort,0.028000
21,50000,Heapsort,0.031000
21,50000,Bubblesort,8.494000
21,50000,Shakersort,6.419000
21,50000,Insertionsort,1.635000
21,50000,Selectionsort,3.036000
22,50000,Recursive Quicksort,0.008000
22,50000,Library qsort,0.024000
22,50000,Heapsort,0.031000
22,50000,Bubblesort,7.017000
22,50000,Shakersort,6.151000
22,50000,Insertionsort,1.656000
22,50000,Selectionsort,3.020000
23,50000,Recursive Quicksort,0.009000
23,50000,Library qsort,0.024000
23,50000,Heapsort,0.024000
23,50000,Bubblesort,7.029000
23,50000,Shakersort,6.138000
23,50000,Insertionsort,1.647000
23,50000,Selectionsort,3.004000
24,50000,Recursive Quicksort,0.008000
24,50000,Library qsort,0.025000
24,50000,Heapsort,0.025000
24,50000,Bubblesort,7.000000
24,50000,Shakersort,6.100000
24,50000,Insertionsort,1.644000
24,50000,Selectionsort,3.015000
25,50000,Recursive Quicksort,0.007000
25,50000,Library qsort,0.025000
25,50000,Heapsort,0.024000
25,50000,Bubblesort,6.963000
25,50000,Shakersort,6.150000
25,50000,Insertionsort,1.621000
25,50000,Selectionsort,3.001000
1,60000,Recursive Quicksort,0.009000
1,60000,Library qsort,0.029000
1,60000,Heapsort,0.029000
1,60000,Bubblesort,9.804000
1,60000,Shakersort,8.875000
1,60000,Insertionsort,2.387000
1,60000,Selectionsort,4.335000
2,60000,Recursive Quicksort,0.010000
2,60000,Library qsort,0.032000
2,60000,Heapsort,0.031000
2,60000,Bubblesort,9.831000
2,60000,Shakersort,8.881000
2,60000,Insertionsort,2.356000
2,60000,Selectionsort,4.319000
3,60000,Recursive Quicksort,0.011000
3,60000,Library qsort,0.030000
3,60000,Heapsort,0.029000
3,60000,Bubblesort,9.813000
3,60000,Shakersort,8.864000
3,60000,Insertionsort,2.346000
3,60000,Selectionsort,4.301000
4,60000,Recursive Quicksort,0.010000
4,60000,Library qsort,0.032000
4,60000,Heapsort,0.028000
4,60000,Bubblesort,9.797000
4,60000,Shakersort,8.848000
4,60000,Insertionsort,2.365000
4,60000,Selectionsort,4.356000
5,60000,Recursive Quicksort,0.009000
5,60000,Library qsort,0.030000
5,60000,Heapsort,0.029000
5,60000,Bubblesort,9.823000
5,60000,Shakersort,8.846000
5,60000,Insertionsort,2.356000
5,60000,Selectionsort,4.319000
6,60000,Recursive Quicksort,0.009000
6,60000,Library qsort,0.029000
6,60000,Heapsort,0.041000
6,60000,Bubblesort,9.798000
6,60000,Shakersort,8.841000
6,60000,Insertionsort,2.361000
6,60000,Selectionsort,4.321000
7,60000,Recursive Quicksort,0.009000
7,60000,Library qsort,0.030000
7,60000,Heapsort,0.029000
7,60000,Bubblesort,9.888000
7,60000,Shakersort,9.693000
7,60000,Insertionsort,2.758000
7,60000,Selectionsort,4.603000
8,60000,Recursive Quicksort,0.010000
8,60000,Library qsort,0.032000
8,60000,Heapsort,0.033000
8,60000,Bubblesort,10.697000
8,60000,Shakersort,9.945000
8,60000,Insertionsort,2.681000
8,60000,Selectionsort,4.646000
9,60000,Recursive Quicksort,0.011000
9,60000,Library qsort,0.033000
9,60000,Heapsort,0.038000
9,60000,Bubblesort,10.783000
9,60000,Shakersort,9.956000
9,60000,Insertionsort,2.715000
9,60000,Selectionsort,4.661000
10,60000,Recursive Quicksort,0.012000
10,60000,Library qsort,0.041000
10,60000,Heapsort,0.040000
10,60000,Bubblesort,11.123000
10,60000,Shakersort,10.350000
10,60000,Insertionsort,2.830000
10,60000,Selectionsort,5.106000
11,60000,Recursive Quicksort,0.011000
11,60000,Library qsort,0.037000
11,60000,Heapsort,0.034000
11,60000,Bubblesort,11.511000
11,60000,Shakersort,10.372000
11,60000,Insertionsort,2.757000
11,60000,Selectionsort,5.101000
12,60000,Recursive Quicksort,0.010000
12,60000,Library qsort,0.050000
12,60000,Heapsort,0.032000
12,60000,Bubblesort,11.462000
12,60000,Shakersort,10.423000
12,60000,Insertionsort,2.740000
12,60000,Selectionsort,4.962000
13,60000,Recursive Quicksort,0.012000
13,60000,Library qsort,0.034000
13,60000,Heapsort,0.031000
13,60000,Bubblesort,11.427000
13,60000,Shakersort,10.420000
13,60000,Insertionsort,2.802000
13,60000,Selectionsort,5.085000
14,60000,Recursive Quicksort,0.010000
14,60000,Library qsort,0.043000
14,60000,Heapsort,0.040000
14,60000,Bubblesort,11.500000
14,60000,Shakersort,10.345000
14,60000,Insertionsort,2.765000
14,60000,Selectionsort,5.060000
15,60000,Recursive Quicksort,0.011000
15,60000,Library qsort,0.033000
15,60000,Heapsort,0.036000
15,60000,Bubblesort,11.498000
15,60000,Shakersort,10.213000
15,60000,Insertionsort,2.762000
15,60000,Selectionsort,5.063000
16,60000,Recursive Quicksort,0.009000
16,60000,Library qsort,0.038000
16,60000,Heapsort,0.034000
16,60000,Bubblesort,11.442000
16,60000,Shakersort,10.391000
16,60000,Insertionsort,2.790000
16,60000,Selectionsort,5.000000
17,60000,Recursive Quicksort,0.010000
17,60000,Library qsort,0.035000
17,60000,Heapsort,0.034000
17,60000,Bubblesort,11.469000
17,60000,Shakersort,10.443000
17,60000,Insertionsort,2.831000
17,60000,Selectionsort,5.091000
18,60000,Recursive Quicksort,0.010000
18,60000,Library qsort,0.036000
18,60000,Heapsort,0.033000
18,60000,Bubblesort,11.461000
18,60000,Shakersort,10.300000
18,60000,Insertionsort,2.784000
18,60000,Selectionsort,5.015000
19,60000,Recursive Quicksort,0.010000
19,60000,Library qsort,0.032000
19,60000,Heapsort,0.034000
19,60000,Bubblesort,11.381000
19,60000,Shakersort,10.501000
19,60000,Insertionsort,2.849000
19,60000,Selectionsort,5.295000
20,60000,Recursive Quicksort,0.010000
20,60000,Library qsort,0.034000
20,60000,Heapsort,0.042000
20,60000,Bubblesort,11.797000
20,60000,Shakersort,10.678000
20,60000,Insertionsort,2.820000
20,60000,Selectionsort,5.204000
21,60000,Recursive Quicksort,0.012000
21,60000,Library qsort,0.034000
21,60000,Heapsort,0.037000
21,60000,Bubblesort,11.472000
21,60000,Shakersort,10.613000
21,60000,Insertionsort,2.907000
21,60000,Selectionsort,5.161000
22,60000,Recursive Quicksort,0.013000
22,60000,Library qsort,0.034000
22,60000,Heapsort,0.040000
22,60000,Bubblesort,11.838000
22,60000,Shakersort,10.751000
22,60000,Insertionsort,2.865000
22,60000,Selectionsort,5.274000
23,60000,Recursive Quicksort,0.010000
23,60000,Library qsort,0.032000
23,60000,Heapsort,0.036000
23,60000,Bubblesort,11.782000
23,60000,Shakersort,10.755000
23,60000,Insertionsort,2.843000
23,60000,Selectionsort,5.115000
24,60000,Recursive Quicksort,0.011000
24,60000,Library qsort,0.032000
24,60000,Heapsort,0.039000
24,60000,Bubblesort,11.743000
24,60000,Shakersort,10.772000
24,60000,Insertionsort,2.857000
24,60000,Selectionsort,5.212000
25,60000,Recursive Quicksort,0.010000
25,60000,Library qsort,0.037000
25,60000,Heapsort,0.040000
25,60000,Bubblesort,11.882000
25,60000,Shakersort,10.824000
25,60000,Insertionsort,2.838000
25,60000,Selectionsort,5.206000
1,70000,Recursive Quicksort,0.014000
1,70000,Library qsort,0.043000
1,70000,Heapsort,0.045000
1,70000,Bubblesort,15.728000
1,70000,Shakersort,14.321000
1,70000,Insertionsort,3.401000
1,70000,Selectionsort,7.078000
2,70000,Recursive Quicksort,0.011000
2,70000,Library qsort,0.042000
2,70000,Heapsort,0.043000
2,70000,Bubblesort,15.514000
2,70000,Shakersort,14.548000
2,70000,Insertionsort,3.890000
2,70000,Selectionsort,6.996000
3,70000,Recursive Quicksort,0.012000
3,70000,Library qsort,0.041000
3,70000,Heapsort,0.040000
3,70000,Bubblesort,15.575000
3,70000,Shakersort,14.408000
3,70000,Insertionsort,3.900000
3,70000,Selectionsort,7.190000
4,70000,Recursive Quicksort,0.014000
4,70000,Library qsort,0.042000
4,70000,Heapsort,0.044000
4,70000,Bubblesort,15.224000
4,70000,Shakersort,12.562000
4,70000,Insertionsort,3.325000
4,70000,Selectionsort,6.125000
5,70000,Recursive Quicksort,0.010000
5,70000,Library qsort,0.035000
5,70000,Heapsort,0.036000
5,70000,Bubblesort,13.419000
5,70000,Shakersort,12.646000
5,70000,Insertionsort,3.402000
5,70000,Selectionsort,5.965000
6,70000,Recursive Quicksort,0.009000
6,70000,Library qsort,0.036000
6,70000,Heapsort,0.038000
6,70000,Bubblesort,12.829000
6,70000,Shakersort,11.921000
6,70000,Insertionsort,3.364000
6,70000,Selectionsort,6.078000
7,70000,Recursive Quicksort,0.011000
7,70000,Library qsort,0.034000
7,70000,Heapsort,0.038000
7,70000,Bubblesort,12.764000
7,70000,Shakersort,11.932000
7,70000,Insertionsort,3.161000
7,70000,Selectionsort,5.765000
8,70000,Recursive Quicksort,0.010000
8,70000,Library qsort,0.033000
8,70000,Heapsort,0.032000
8,70000,Bubblesort,12.741000
8,70000,Shakersort,11.892000
8,70000,Insertionsort,3.195000
8,70000,Selectionsort,5.881000
9,70000,Recursive Quicksort,0.011000
9,70000,Library qsort,0.033000
9,70000,Heapsort,0.034000
9,70000,Bubblesort,12.854000
9,70000,Shakersort,12.069000
9,70000,Insertionsort,3.159000
9,70000,Selectionsort,5.861000
10,70000,Recursive Quicksort,0.011000
10,70000,Library qsort,0.033000
10,70000,Heapsort,0.043000
10,70000,Bubblesort,12.892000
10,70000,Shakersort,12.007000
10,70000,Insertionsort,3.205000
10,70000,Selectionsort,5.864000
11,70000,Recursive Quicksort,0.012000
11,70000,Library qsort,0.034000
11,70000,Heapsort,0.035000
11,70000,Bubblesort,13.125000
11,70000,Shakersort,12.018000
11,70000,Insertionsort,3.131000
11,70000,Selectionsort,5.841000
12,70000,Recursive Quicksort,0.011000
12,70000,Library qsort,0.034000
12,70000,Heapsort,0.036000
12,70000,Bubblesort,13.035000
12,70000,Shakersort,11.976000
12,70000,Insertionsort,3.204000
12,70000,Selectionsort,6.099000
13,70000,Recursive Quicksort,0.011000
13,70000,Library qsort,0.034000
13,70000,Heapsort,0.034000
13,70000,Bubblesort,13.582000
13,70000,Shakersort,12.589000
13,70000,Insertionsort,3.365000
13,70000,Selectionsort,6.137000
14,70000,Recursive Quicksort,0.011000
14,70000,Library qsort,0.040000
14,70000,Heapsort,0.041000
14,70000,Bubblesort,13.494000
14,70000,Shakersort,12.620000
14,70000,Insertionsort,3.363000
14,70000,Selectionsort,6.134000
15,70000,Recursive Quicksort,0.011000
15,70000,Library qsort,0.035000
15,70000,Heapsort,0.036000
15,70000,Bubblesort,13.491000
15,70000,Shakersort,12.594000
15,70000,Insertionsort,3.341000
15,70000,Selectionsort,6.099000
16,70000,Recursive Quicksort,0.011000
16,70000,Library qsort,0.036000
16,70000,Heapsort,0.036000
16,70000,Bubblesort,13.517000
16,70000,Shakersort,12.634000
16,70000,Insertionsort,3.363000
16,70000,Selectionsort,6.142000
17,70000,Recursive Quicksort,0.011000
17,70000,Library qsort,0.035000
17,70000,Heapsort,0.035000
17,70000,Bubblesort,13.556000
17,70000,Shakersort,12.621000
17,70000,Insertionsort,3.369000
17,70000,Selectionsort,6.107000
18,70000,Recursive Quicksort,0.013000
18,70000,Library qsort,0.035000
18,70000,Heapsort,0.035000
18,70000,Bubblesort,13.526000
18,70000,Shakersort,12.555000
18,70000,Insertionsort,3.327000
18,70000,Selectionsort,6.165000
19,70000,Recursive Quicksort,0.011000
19,70000,Library qsort,0.035000
19,70000,Heapsort,0.039000
19,70000,Bubblesort,13.512000
19,70000,Shakersort,12.684000
19,70000,Insertionsort,3.473000
19,70000,Selectionsort,6.165000
20,70000,Recursive Quicksort,0.012000
20,70000,Library qsort,0.036000
20,70000,Heapsort,0.035000
20,70000,Bubblesort,13.479000
20,70000,Shakersort,12.622000
20,70000,Insertionsort,3.363000
20,70000,Selectionsort,6.151000
21,70000,Recursive Quicksort,0.011000
21,70000,Library qsort,0.035000
21,70000,Heapsort,0.035000
21,70000,Bubblesort,13.596000
21,70000,Shakersort,12.623000
21,70000,Insertionsort,3.344000
21,70000,Selectionsort,6.119000
22,70000,Recursive Quicksort,0.011000
22,70000,Library qsort,0.035000
22,70000,Heapsort,0.037000
22,70000,Bubblesort,13.513000
22,70000,Shakersort,12.635000
22,70000,Insertionsort,3.382000
22,70000,Selectionsort,6.130000
23,70000,Recursive Quicksort,0.011000
23,70000,Library qsort,0.036000
23,70000,Heapsort,0.035000
23,70000,Bubblesort,13.578000
23,70000,Shakersort,12.674000
23,70000,Insertionsort,3.388000
23,70000,Selectionsort,6.154000
24,70000,Recursive Quicksort,0.011000
24,70000,Library qsort,0.033000
24,70000,Heapsort,0.038000
24,70000,Bubblesort,13.587000
24,70000,Shakersort,11.908000
24,70000,Insertionsort,3.169000
24,70000,Selectionsort,5.882000
25,70000,Recursive Quicksort,0.011000
25,70000,Library qsort,0.037000
25,70000,Heapsort,0.038000
25,70000,Bubblesort,12.864000
25,70000,Shakersort,11.999000
25,70000,Insertionsort,3.174000
25,70000,Selectionsort,5.880000
1,80000,Recursive Quicksort,0.013000
1,80000,Library qsort,0.039000
1,80000,Heapsort,0.039000
1,80000,Bubblesort,16.367001
1,80000,Shakersort,15.694000
1,80000,Insertionsort,4.110000
1,80000,Selectionsort,7.627000
2,80000,Recursive Quicksort,0.014000
2,80000,Library qsort,0.041000
2,80000,Heapsort,0.039000
2,80000,Bubblesort,16.298000
2,80000,Shakersort,15.685000
2,80000,Insertionsort,4.135000
2,80000,Selectionsort,7.657000
3,80000,Recursive Quicksort,0.013000
3,80000,Library qsort,0.038000
3,80000,Heapsort,0.038000
3,80000,Bubblesort,16.333000
3,80000,Shakersort,15.639000
3,80000,Insertionsort,4.168000
3,80000,Selectionsort,7.628000
4,80000,Recursive Quicksort,0.012000
4,80000,Library qsort,0.039000
4,80000,Heapsort,0.052000
4,80000,Bubblesort,16.386000
4,80000,Shakersort,15.635000
4,80000,Insertionsort,4.143000
4,80000,Selectionsort,7.680000
5,80000,Recursive Quicksort,0.012000
5,80000,Library qsort,0.040000
5,80000,Heapsort,0.039000
5,80000,Bubblesort,16.462999
5,80000,Shakersort,16.004000
5,80000,Insertionsort,4.152000
5,80000,Selectionsort,7.644000
6,80000,Recursive Quicksort,0.011000
6,80000,Library qsort,0.038000
6,80000,Heapsort,0.043000
6,80000,Bubblesort,16.231001
6,80000,Shakersort,15.471000
6,80000,Insertionsort,4.110000
6,80000,Selectionsort,7.569000
7,80000,Recursive Quicksort,0.013000
7,80000,Library qsort,0.039000
7,80000,Heapsort,0.041000
7,80000,Bubblesort,16.306000
7,80000,Shakersort,15.731000
7,80000,Insertionsort,4.162000
7,80000,Selectionsort,7.684000
8,80000,Recursive Quicksort,0.013000
8,80000,Library qsort,0.039000
8,80000,Heapsort,0.039000
8,80000,Bubblesort,17.070999
8,80000,Shakersort,16.514999
8,80000,Insertionsort,4.361000
8,80000,Selectionsort,8.035000
9,80000,Recursive Quicksort,0.014000
9,80000,Library qsort,0.047000
9,80000,Heapsort,0.041000
9,80000,Bubblesort,17.136999
9,80000,Shakersort,16.410999
9,80000,Insertionsort,4.373000
9,80000,Selectionsort,8.013000
10,80000,Recursive Quicksort,0.013000
10,80000,Library qsort,0.039000
10,80000,Heapsort,0.042000
10,80000,Bubblesort,17.080999
10,80000,Shakersort,16.521000
10,80000,Insertionsort,4.437000
10,80000,Selectionsort,8.060000
11,80000,Recursive Quicksort,0.012000
11,80000,Library qsort,0.042000
11,80000,Heapsort,0.043000
11,80000,Bubblesort,17.212000
11,80000,Shakersort,16.514999
11,80000,Insertionsort,4.356000
11,80000,Selectionsort,8.025000
12,80000,Recursive Quicksort,0.013000
12,80000,Library qsort,0.043000
12,80000,Heapsort,0.040000
12,80000,Bubblesort,17.153000
12,80000,Shakersort,16.355000
12,80000,Insertionsort,4.375000
12,80000,Selectionsort,8.038000
13,80000,Recursive Quicksort,0.013000
13,80000,Library qsort,0.041000
13,80000,Heapsort,0.049000
13,80000,Bubblesort,17.153999
13,80000,Shakersort,16.722000
13,80000,Insertionsort,4.392000
13,80000,Selectionsort,8.028000
14,80000,Recursive Quicksort,0.014000
14,80000,Library qsort,0.041000
14,80000,Heapsort,0.041000
14,80000,Bubblesort,17.167000
14,80000,Shakersort,16.417999
14,80000,Insertionsort,4.401000
14,80000,Selectionsort,8.030000
15,80000,Recursive Quicksort,0.012000
15,80000,Library qsort,0.042000
15,80000,Heapsort,0.043000
15,80000,Bubblesort,17.087999
15,80000,Shakersort,16.437000
15,80000,Insertionsort,4.379000
15,80000,Selectionsort,7.867000
16,80000,Recursive Quicksort,0.013000
16,80000,Library qsort,0.039000
16,80000,Heapsort,0.044000
16,80000,Bubblesort,16.455000
16,80000,Shakersort,15.671000
16,80000,Insertionsort,4.161000
16,80000,Selectionsort,7.636000
17,80000,Recursive Quicksort,0.013000
17,80000,Library qsort,0.038000
17,80000,Heapsort,0.039000
17,80000,Bubblesort,16.436001
17,80000,Shakersort,15.734000
17,80000,Insertionsort,4.150000
17,80000,Selectionsort,7.692000
18,80000,Recursive Quicksort,0.013000
18,80000,Library qsort,0.038000
18,80000,Heapsort,0.039000
18,80000,Bubblesort,16.405001
18,80000,Shakersort,15.701000
18,80000,Insertionsort,4.119000
18,80000,Selectionsort,7.629000
19,80000,Recursive Quicksort,0.013000
19,80000,Library qsort,0.039000
19,80000,Heapsort,0.038000
19,80000,Bubblesort,16.549000
19,80000,Shakersort,15.700000
19,80000,Insertionsort,4.119000
19,80000,Selectionsort,7.710000
20,80000,Recursive Quicksort,0.012000
20,80000,Library qsort,0.039000
20,80000,Heapsort,0.038000
20,80000,Bubblesort,16.410000
20,80000,Shakersort,15.655000
20,80000,Insertionsort,4.135000
20,80000,Selectionsort,7.713000
21,80000,Recursive Quicksort,0.013000
21,80000,Library qsort,0.039000
21,80000,Heapsort,0.044000
21,80000,Bubblesort,16.688000
21,80000,Shakersort,17.919001
21,80000,Insertionsort,4.993000
21,80000,Selectionsort,8.982000
22,80000,Recursive Quicksort,0.015000
22,80000,Library qsort,0.047000
22,80000,Heapsort,0.053000
22,80000,Bubblesort,17.862000
22,80000,Shakersort,18.020000
22,80000,Insertionsort,4.787000
22,80000,Selectionsort,8.426000
23,80000,Recursive Quicksort,0.013000
23,80000,Library qsort,0.048000
23,80000,Heapsort,0.046000
23,80000,Bubblesort,18.334000
23,80000,Shakersort,18.896999
23,80000,Insertionsort,4.930000
23,80000,Selectionsort,8.982000
24,80000,Recursive Quicksort,0.013000
24,80000,Library qsort,0.043000
24,80000,Heapsort,0.045000
24,80000,Bubblesort,18.589001
24,80000,Shakersort,19.327000
24,80000,Insertionsort,5.378000
24,80000,Selectionsort,9.555000
25,80000,Recursive Quicksort,0.016000
25,80000,Library qsort,0.052000
25,80000,Heapsort,0.055000
25,80000,Bubblesort,20.240999
25,80000,Shakersort,19.542999
25,80000,Insertionsort,5.345000
25,80000,Selectionsort,9.169000
1,90000,Recursive Quicksort,0.020000
1,90000,Library qsort,0.071000
1,90000,Heapsort,0.059000
1,90000,Bubblesort,23.966999
1,90000,Shakersort,22.302000
1,90000,Insertionsort,6.221000
1,90000,Selectionsort,10.757000
2,90000,Recursive Quicksort,0.016000
2,90000,Library qsort,0.050000
2,90000,Heapsort,0.053000
2,90000,Bubblesort,22.785000
2,90000,Shakersort,23.132000
2,90000,Insertionsort,6.030000
2,90000,Selectionsort,11.183000
3,90000,Recursive Quicksort,0.015000
3,90000,Library qsort,0.048000
3,90000,Heapsort,0.060000
3,90000,Bubblesort,23.114000
3,90000,Shakersort,22.636999
3,90000,Insertionsort,5.869000
3,90000,Selectionsort,10.995000
4,90000,Recursive Quicksort,0.017000
4,90000,Library qsort,0.054000
4,90000,Heapsort,0.061000
4,90000,Bubblesort,22.612000
4,90000,Shakersort,21.976000
4,90000,Insertionsort,5.576000
4,90000,Selectionsort,10.279000
5,90000,Recursive Quicksort,0.016000
5,90000,Library qsort,0.058000
5,90000,Heapsort,0.055000
5,90000,Bubblesort,22.226999
5,90000,Shakersort,21.344999
5,90000,Insertionsort,5.288000
5,90000,Selectionsort,9.663000
6,90000,Recursive Quicksort,0.014000
6,90000,Library qsort,0.046000
6,90000,Heapsort,0.047000
6,90000,Bubblesort,20.153999
6,90000,Shakersort,19.927999
6,90000,Insertionsort,5.270000
6,90000,Selectionsort,9.686000
7,90000,Recursive Quicksort,0.014000
7,90000,Library qsort,0.043000
7,90000,Heapsort,0.049000
7,90000,Bubblesort,20.271000
7,90000,Shakersort,19.878000
7,90000,Insertionsort,5.224000
7,90000,Selectionsort,9.767000
8,90000,Recursive Quicksort,0.015000
8,90000,Library qsort,0.051000
8,90000,Heapsort,0.044000
8,90000,Bubblesort,20.058001
8,90000,Shakersort,19.694000
8,90000,Insertionsort,5.239000
8,90000,Selectionsort,10.048000
9,90000,Recursive Quicksort,0.013000
9,90000,Library qsort,0.047000
9,90000,Heapsort,0.054000
9,90000,Bubblesort,21.198000
9,90000,Shakersort,20.816999
9,90000,Insertionsort,5.532000
9,90000,Selectionsort,10.157000
10,90000,Recursive Quicksort,0.014000
10,90000,Library qsort,0.044000
10,90000,Heapsort,0.045000
10,90000,Bubblesort,21.070000
10,90000,Shakersort,20.959999
10,90000,Insertionsort,5.535000
10,90000,Selectionsort,10.194000
11,90000,Recursive Quicksort,0.016000
11,90000,Library qsort,0.049000
11,90000,Heapsort,0.046000
11,90000,Bubblesort,21.216999
11,90000,Shakersort,20.878000
11,90000,Insertionsort,5.616000
11,90000,Selectionsort,10.227000
12,90000,Recursive Quicksort,0.014000
12,90000,Library qsort,0.043000
12,90000,Heapsort,0.048000
12,90000,Bubblesort,21.167999
12,90000,Shakersort,20.971001
12,90000,Insertionsort,5.569000
12,90000,Selectionsort,10.139000
13,90000,Recursive Quicksort,0.024000
13,90000,Library qsort,0.046000
13,90000,Heapsort,0.052000
13,90000,Bubblesort,21.176001
13,90000,Shakersort,20.979000
13,90000,Insertionsort,5.565000
13,90000,Selectionsort,10.177000
14,90000,Recursive Quicksort,0.014000
14,90000,Library qsort,0.047000
14,90000,Heapsort,0.054000
14,90000,Bubblesort,21.173000
14,90000,Shakersort,20.872000
14,90000,Insertionsort,5.515000
14,90000,Selectionsort,10.176000
15,90000,Recursive Quicksort,0.014000
15,90000,Library qsort,0.047000
15,90000,Heapsort,0.052000
15,90000,Bubblesort,21.020000
15,90000,Shakersort,20.944000
15,90000,Insertionsort,5.591000
15,90000,Selectionsort,10.171000
16,90000,Recursive Quicksort,0.016000
16,90000,Library qsort,0.050000
16,90000,Heapsort,0.047000
16,90000,Bubblesort,21.028999
16,90000,Shakersort,19.782000
16,90000,Insertionsort,5.181000
16,90000,Selectionsort,9.598000
17,90000,Recursive Quicksort,0.015000
17,90000,Library qsort,0.042000
17,90000,Heapsort,0.050000
17,90000,Bubblesort,19.990000
17,90000,Shakersort,19.799999
17,90000,Insertionsort,5.245000
17,90000,Selectionsort,9.602000
18,90000,Recursive Quicksort,0.013000
18,90000,Library qsort,0.044000
18,90000,Heapsort,0.048000
18,90000,Bubblesort,20.259001
18,90000,Shakersort,19.784000
18,90000,Insertionsort,5.254000
18,90000,Selectionsort,9.756000
19,90000,Recursive Quicksort,0.014000
19,90000,Library qsort,0.051000
19,90000,Heapsort,0.046000
19,90000,Bubblesort,20.152000
19,90000,Shakersort,19.733999
19,90000,Insertionsort,5.271000
19,90000,Selectionsort,9.580000
20,90000,Recursive Quicksort,0.015000
20,90000,Library qsort,0.043000
20,90000,Heapsort,0.045000
20,90000,Bubblesort,19.983999
20,90000,Shakersort,19.847000
20,90000,Insertionsort,5.884000
20,90000,Selectionsort,10.123000
21,90000,Recursive Quicksort,0.014000
21,90000,Library qsort,0.049000
21,90000,Heapsort,0.056000
21,90000,Bubblesort,21.104000
21,90000,Shakersort,20.868000
21,90000,Insertionsort,5.574000
21,90000,Selectionsort,10.171000
22,90000,Recursive Quicksort,0.014000
22,90000,Library qsort,0.044000
22,90000,Heapsort,0.052000
22,90000,Bubblesort,21.341000
22,90000,Shakersort,20.816999
22,90000,Insertionsort,5.504000
22,90000,Selectionsort,10.196000
23,90000,Recursive Quicksort,0.014000
23,90000,Library qsort,0.050000
23,90000,Heapsort,0.056000
23,90000,Bubblesort,21.177000
23,90000,Shakersort,20.833000
23,90000,Insertionsort,5.539000
23,90000,Selectionsort,10.200000
24,90000,Recursive Quicksort,0.013000
24,90000,Library qsort,0.046000
24,90000,Heapsort,0.046000
24,90000,Bubblesort,21.179001
24,90000,Shakersort,20.917000
24,90000,Insertionsort,5.551000
24,90000,Selectionsort,10.224000
25,90000,Recursive Quicksort,0.015000
25,90000,Library qsort,0.051000
25,90000,Heapsort,0.054000
25,90000,Bubblesort,21.169001
25,90000,Shakersort,20.849001
25,90000,Insertionsort,5.547000
25,90000,Selectionsort,10.130000
1,100000,Recursive Quicksort,0.016000
1,100000,Library qsort,0.050000
1,100000,Heapsort,0.052000
1,100000,Bubblesort,25.482000
1,100000,Shakersort,25.629999
1,100000,Insertionsort,6.892000
1,100000,Selectionsort,12.542000
2,100000,Recursive Quicksort,0.017000
2,100000,Library qsort,0.057000
2,100000,Heapsort,0.057000
2,100000,Bubblesort,25.406000
2,100000,Shakersort,25.830999
2,100000,Insertionsort,6.956000
2,100000,Selectionsort,12.658000
3,100000,Recursive Quicksort,0.016000
3,100000,Library qsort,0.051000
3,100000,Heapsort,0.052000
3,100000,Bubblesort,25.542000
3,100000,Shakersort,25.924000
3,100000,Insertionsort,6.830000
3,100000,Selectionsort,12.551000
4,100000,Recursive Quicksort,0.018000
4,100000,Library qsort,0.052000
4,100000,Heapsort,0.054000
4,100000,Bubblesort,25.412001
4,100000,Shakersort,25.756001
4,100000,Insertionsort,6.808000
4,100000,Selectionsort,12.638000
5,100000,Recursive Quicksort,0.015000
5,100000,Library qsort,0.048000
5,100000,Heapsort,0.051000
5,100000,Bubblesort,25.488001
5,100000,Shakersort,25.782000
5,100000,Insertionsort,6.906000
5,100000,Selectionsort,12.572000
6,100000,Recursive Quicksort,0.015000
6,100000,Library qsort,0.050000
6,100000,Heapsort,0.053000
6,100000,Bubblesort,25.441000
6,100000,Shakersort,26.011000
6,100000,Insertionsort,6.903000
6,100000,Selectionsort,12.618000
7,100000,Recursive Quicksort,0.020000
7,100000,Library qsort,0.052000
7,100000,Heapsort,0.055000
7,100000,Bubblesort,25.514000
7,100000,Shakersort,25.957001
7,100000,Insertionsort,6.964000
7,100000,Selectionsort,12.730000
8,100000,Recursive Quicksort,0.016000
8,100000,Library qsort,0.051000
8,100000,Heapsort,0.051000
8,100000,Bubblesort,25.493000
8,100000,Shakersort,26.018000
8,100000,Insertionsort,6.968000
8,100000,Selectionsort,12.566000
9,100000,Recursive Quicksort,0.016000
9,100000,Library qsort,0.050000
9,100000,Heapsort,0.053000
9,100000,Bubblesort,25.538000
9,100000,Shakersort,25.792000
9,100000,Insertionsort,6.856000
9,100000,Selectionsort,12.482000
10,100000,Recursive Quicksort,0.015000
